INFO,Can not connect to SQL Server ConnectionError: Error: [Microsoft][SQL Server Native Client 11.0]TCP Provider: No such host is known. Error: [Microsoft][SQL Server Native Client 11.0]Login timeout expired,Error: [Microsoft][SQL Server Native Client 11.0]A network-related or instance-specific error has occurred while establishing a connection to SQL Server. Server is not found or not accessible. Check if instance name is correct and if SQL Server is configured to allow remote connections. For more information see SQL Server Books Online.,19/07/2023, 13:08:04 
INFO,Can not connect to SQL Server ConnectionError: Error: [Microsoft][SQL Server Native Client 11.0]TCP Provider: No such host is known. Error: [Microsoft][SQL Server Native Client 11.0]Login timeout expired,Error: [Microsoft][SQL Server Native Client 11.0]A network-related or instance-specific error has occurred while establishing a connection to SQL Server. Server is not found or not accessible. Check if instance name is correct and if SQL Server is configured to allow remote connections. For more information see SQL Server Books Online.,19/07/2023, 13:21:23 
